id,budget,algorithm,im,avgDist,optTime,execTime
5-25.json,3000,NAIVE,110.27941151264876,0.2995169082125605,16,59
5-25.json,3000,TAP,212.905414961711,0.6183574879227057,67,105
5-25.json,4000,NAIVE,147.0774331521271,0.3913043478260869,5,52
5-25.json,4000,TAP,212.905414961711,0.5845410628019325,50,87
5-25.json,5000,NAIVE,176.44491663385534,0.5024154589371985,7,71
5-25.json,5000,TAP,212.905414961711,0.63768115942029,48,92
5-25.json,6000,NAIVE,176.44491663385534,0.48550724637681186,7,71
5-25.json,6000,TAP,212.905414961711,0.632850241545894,41,85
5-25.json,7000,NAIVE,176.44491663385534,0.49758454106280225,14,74
5-25.json,7000,TAP,212.905414961711,0.599033816425121,43,90
5-25.json,8000,NAIVE,176.44491663385534,0.5193236714975846,7,77
5-25.json,8000,TAP,212.905414961711,0.6135265700483091,41,89
5-25.json,9000,NAIVE,176.44491663385534,0.5072463768115942,6,71
5-25.json,9000,TAP,212.905414961711,0.635265700483092,41,87
5-25.json,10000,NAIVE,176.44491663385534,0.49758454106280225,6,77
5-25.json,10000,TAP,212.905414961711,0.5990338164251211,41,84
